date,quarter,num_components,raw_weight_coverage,index_iv,out_of_bounds,implied,realized,spread,zscore,position
2015-12-07,2015Q3,127,0.8900994004994115,0.1392605,False,0.4241807600385679,0.381267753727676,0.0429130063108919,,0
2015-12-08,2015Q3,127,0.8900994004994115,0.150108,False,0.4587998897969061,0.3902117774222219,0.06858811237468421,,0
2015-12-09,2015Q3,127,0.8900994004994115,0.1659904999999999,False,0.5189080974343978,0.3991465403293325,0.11976155710506531,,0
2015-12-10,2015Q3,127,0.8900994004994115,0.1651075,False,0.5410065783566411,0.3940034377592678,0.1470031405973733,,0
2015-12-11,2015Q3,127,0.8900994004994115,0.204255,False,0.6201150841404779,0.4287184314867984,0.1913966526536795,,0
2015-12-14,2015Q3,127,0.8900994004994115,0.190179,False,0.5270308580372662,0.4380234073048919,0.08900745073237432,,0
2015-12-15,2015Q3,127,0.8900994004994115,0.179157,False,0.5252496788845596,0.4269842166624797,0.09826546222207994,,0
2015-12-16,2015Q3,126,0.8834578058288117,0.1552919999999999,False,0.4776857853187906,0.4502294436221582,0.027456341696632358,,0
2015-12-17,2015Q3,127,0.8900994004994115,0.164804,False,0.5284866447035337,0.4678294578167658,0.060657186886767855,,0
2015-12-18,2015Q3,127,0.8900994004994115,0.18152,False,0.5819899405108517,0.4938845624408973,0.08810537806995444,,0
2015-12-21,2015Q3,126,0.8866153177492924,0.165474,False,0.5059941684344574,0.5162088498856962,-0.010214681451238716,,0
2015-12-22,2015Q3,125,0.8810552676329074,0.1481589999999999,False,0.4560515771833025,0.5126004622748578,-0.05654888509155526,,0
2015-12-23,2015Q3,127,0.8900994004994115,0.1359615,False,0.4295035262445315,0.5257432654584306,-0.09623973921389917,,0
2015-12-24,2015Q3,126,0.8874972170283069,0.1353154999999999,False,0.4252511803289088,0.5326950971092547,-0.10744391678034587,-0.5231526437613987,0
2015-12-28,2015Q3,89,0.7615460292526129,0.1477975,False,0.3774388408379229,0.5212341579480869,-0.14379531711016402,-0.7830910407111095,0
2015-12-29,2015Q3,89,0.7615460292526129,0.1388365,False,0.3525176008249053,0.5269127196121265,-0.1743951187872212,-1.0279993945931911,0
2015-12-30,2015Q3,89,0.7615460292526129,0.145444,False,0.3782919283805689,0.5188743899961916,-0.1405824616156227,-0.8576020137197081,0
2015-12-31,2015Q3,89,0.7615460292526129,0.157037,False,0.4147866226303127,0.5327761107924927,-0.11798948816217997,-0.7470762195811207,0
2016-01-04,2015Q4,88,0.7566337677025747,0.18147,False,0.4205154485980214,0.5528833970299658,-0.13236794843194438,-0.9085495433870505,0
2016-01-05,2015Q4,88,0.7566337677025747,0.169958,False,0.389681120896978,0.5593271401386396,-0.16964601924166162,-1.245165394711274,0
2016-01-06,2015Q4,88,0.7566337677025747,0.184016,False,0.4150699634426359,0.5615419766972738,-0.14647201325463788,-1.1310532352301028,0
2016-01-07,2015Q4,88,0.7566337677025747,0.2148895,False,0.4569144864912023,0.5871623773500335,-0.1302478908588312,-1.061717720270249,0
2016-01-08,2015Q4,88,0.7566337677025747,0.2273425,False,0.5139207690818282,0.588473171541299,-0.07455240245947081,-0.6524839625573376,0
2016-01-11,2015Q4,125,0.8833462431514046,0.2048019999999999,False,0.4706117070111237,0.5798023436415226,-0.10919063663039891,-0.9696152603652949,0
2016-01-12,2015Q4,125,0.8833462431514046,0.1867165,False,0.4174743720773204,0.5791495233616282,-0.16167515128430776,-1.4442764207667163,0
2016-01-13,2015Q4,125,0.8833462431514046,0.222754,False,0.5114913858714297,0.6002848211030493,-0.08879343523161953,-0.8596540883066943,0
2016-01-14,2015Q4,125,0.8833462431514046,0.2113215,False,0.5010145091965571,0.605988698444848,-0.10497418924829094,-1.0433929389202579,0
2016-01-15,2015Q4,125,0.8833462431514046,0.2327255,False,0.4954557782589796,0.6166885815212972,-0.12123280326231767,-1.2010813657829869,0
2016-01-19,2015Q4,125,0.8833462431514046,0.2180155,False,0.5061317978253186,0.6080288339104196,-0.10189703608510103,-1.0144625984806392,0
2016-01-20,2015Q4,125,0.8833462431514046,0.2378994999999999,False,0.5180390797577159,0.5726982283174616,-0.05465914855974574,-0.597582376418606,0
2016-01-21,2015Q4,126,0.8854857225421914,0.235315,False,0.555039389449507,0.5669324735691245,-0.011893084119617425,-0.21336148239286823,0
2016-01-22,2015Q4,125,0.8833462431514046,0.1934945,False,0.4500190977068897,0.5795780115863923,-0.12955891387950264,-1.2913911936574833,0
2016-01-25,2015Q4,126,0.8854857225421914,0.213116,False,0.4976700188467587,0.5841930991290792,-0.08652308028232053,-0.8800450241923209,0
2016-01-26,2015Q4,125,0.8833462431514046,0.200442,False,0.469409288166513,0.5864947490702036,-0.1170854609036906,-1.1390018024429043,0
2016-01-27,2015Q4,125,0.8833462431514046,0.2098795,False,0.5094603608045415,0.5605998633660294,-0.051139502561487915,-0.5337707446151783,0
2016-01-28,2015Q4,125,0.8833462431514046,0.198351,False,0.4655369416753564,0.5292184172597622,-0.06368147558440573,-0.6345645845583616,0
2016-01-29,2015Q4,124,0.8803889634947889,0.17895,False,0.4799946840554666,0.5389890641684915,-0.05899438011302488,-0.5887523038139179,0
2016-02-01,2015Q4,88,0.7566337677025747,0.18039,False,0.4589070040798194,0.5210265266895995,-0.0621195226097801,-0.6036190911977428,0
2016-02-02,2015Q4,88,0.7566337677025747,0.201011,False,0.5141106022760283,0.5261377092204725,-0.0120271069444442,-0.14305335961085033,0
2016-02-03,2015Q4,88,0.7566337677025747,0.198437,False,0.4759518694854083,0.4940545487796412,-0.018102679294232926,-0.19192829217879392,0
2016-02-04,2015Q4,88,0.7566337677025747,0.1979675,False,0.4887226057227318,0.4790460057414074,0.009676599981324419,0.05766114218436505,0
2016-02-05,2015Q4,88,0.7566337677025747,0.215908,False,0.4969904477451689,0.4754186348484273,0.021571812896741593,0.18196022853794794,0
2016-02-08,2015Q4,125,0.8833462431514046,0.2381205,False,0.526476874204954,0.4561553310346831,0.07032154317027095,0.6314350225139611,0
2016-02-09,2015Q4,125,0.8833462431514046,0.2415824999999999,False,0.5314067732027369,0.448630107390666,0.08277666581207088,0.7574971759871099,0
2016-02-10,2015Q4,126,0.8854857225421914,0.2389415,False,0.5466753607366892,0.4428979844678523,0.10377737626883693,0.9742959753179528,0
2016-02-11,2015Q4,126,0.8854857225421914,0.256945,False,0.555185541757288,0.4202410063025858,0.13494453545470214,1.2970811982983474,1
2016-02-12,2015Q4,126,0.8854857225421914,0.22857,False,0.5325453104354249,0.4365318609280669,0.09601344950735796,0.9380734831978259,1
2016-02-16,2015Q4,126,0.8854857225421914,0.21011,False,0.5174505818210147,0.4480677366010969,0.06938284521991778,0.7185669790127861,1
2016-02-17,2015Q4,126,0.8854857225421914,0.195268,False,0.5185650478205572,0.4523540611668565,0.06621098665370073,0.696959379791109,1
2016-02-18,2015Q4,126,0.8854857225421914,0.190654,False,0.497032371362385,0.4518118810121546,0.0452204903502304,0.5079750467450885,1
2016-02-19,2015Q4,126,0.8854857225421914,0.1798965,False,0.4834957900753779,0.4512801219414518,0.03221566813392612,0.3891365537191471,1
2016-02-22,2015Q4,126,0.8854857225421914,0.167841,False,0.4571094674280685,0.4365393496311415,0.020570117796927023,0.2868527677469925,1
2016-02-23,2015Q4,125,0.8833462431514046,0.184941,False,0.5149016253357822,0.4385498622778585,0.07635176305792368,0.8541241033910036,1
2016-02-24,2015Q4,125,0.8833462431514046,0.1861395,False,0.5095044998762807,0.4428391311228692,0.06666536875341145,0.7590519796733354,1
2016-02-25,2015Q4,124,0.8796010215863069,0.1712135,False,0.4677867711872648,0.4460524745040239,0.021734296683240895,0.3217548995282053,1
2016-02-26,2015Q4,124,0.8769396494602781,0.1739959999999999,False,0.4946862383840316,0.4158007666042476,0.078885471779784,0.9255503309344459,1
2016-02-29,2015Q4,88,0.7566337677025747,0.1799915,False,0.5180136471282203,0.4101101875371223,0.10790345959109798,1.2059266525528844,1
2016-03-01,2015Q4,88,0.7566337677025747,0.1552915,False,0.4578756927927973,0.4150476509708852,0.04282804182191208,0.5533211625714681,1
2016-03-02,2015Q4,88,0.7566337677025747,0.147863,False,0.4309110182177914,0.420134764120767,0.010776254097024374,0.24817130431675682,1
2016-03-03,2015Q4,88,0.7566337677025747,0.14633,False,0.4354092689633555,0.4176498667787923,0.017759402184563233,0.3182618853027451,1
2016-03-04,2015Q4,88,0.7566337677025747,0.145757,False,0.4443336407789781,0.4227116721355396,0.02162196864343846,0.3633896583690228,1
2016-03-07,2015Q4,125,0.8833462431514046,0.1533594999999999,False,0.4613928491160696,0.4053054825663895,0.05608736654968011,0.7309879098159046,1
2016-03-08,2015Q4,125,0.8833462431514046,0.1661845,False,0.5068162703133138,0.3961945905058096,0.1106216798075042,1.3126576484762453,1
2016-03-09,2015Q4,125,0.8833462431514046,0.1631165,False,0.4927999021068534,0.3907291086307848,0.10207079347606862,1.244714886562466,1
2016-03-10,2015Q4,125,0.8833462431514046,0.1585085,False,0.4736252754646184,0.3934512685957243,0.08017400686889409,1.0649941317722376,1
2016-03-11,2015Q4,125,0.8833462431514046,0.1417145,False,0.4335377975181674,0.4251143110212694,0.008423486496898003,0.2863721141952758,1
2016-03-14,2015Q4,125,0.8833462431514046,0.144837,False,0.4276262463230202,0.4146358700003005,0.01299037632271971,0.35843100345542206,1
2016-03-15,2015Q4,124,0.8769396494602781,0.148509,False,0.4442656953311625,0.4177476376123609,0.026518057718801613,0.5126120594427848,1
2016-03-16,2015Q4,125,0.8833462431514046,0.135553,False,0.4106451119361141,0.3895314790568633,0.021113632879250777,0.46099841362645766,1
2016-03-17,2015Q4,125,0.8833462431514046,0.126997,False,0.3730703693393056,0.4076818053152028,-0.03461143597589722,-0.15516456573361168,0
2016-03-18,2015Q4,124,0.8769396494602781,0.1195835,False,0.3462430412543991,0.4147795567996575,-0.06853651554525841,-0.5358486656308417,0
2016-03-21,2015Q4,124,0.8775567895085271,0.1209595,False,0.3064017683128794,0.392699764327425,-0.08629799601454557,-0.7330803485576557,0
2016-03-22,2015Q4,124,0.8809027889723944,0.122851,False,0.3114156592452226,0.3950631948566679,-0.08364753561144533,-0.7063017677190037,0
2016-03-23,2015Q4,124,0.8769396494602781,0.130271,False,0.3438372975936685,0.4095374912310445,-0.065700193637376,-0.5102015936621598,0
2016-03-24,2015Q4,124,0.8808647947888346,0.12919,False,0.3316793492745591,0.4149074466801664,-0.08322809740560727,-0.7350278317684401,0
2016-03-28,2015Q4,88,0.7566337677025747,0.135505,False,0.3055412249851572,0.4302024855159996,-0.12466126053084242,-1.251456685852068,0
2016-03-29,2015Q4,88,0.7566337677025747,0.120377,False,0.2440209878341761,0.4106517620678236,-0.1666307742336475,-1.7333324714755167,0
2016-03-30,2015Q4,88,0.7566337677025747,0.117485,False,0.2488529306781572,0.391081410913772,-0.14222848023561482,-1.4303174948847284,0
2016-03-31,2015Q4,88,0.7566337677025747,0.1228175,False,0.2646710886634226,0.3759559939772715,-0.11128490531384888,-1.0754194317197165,0
2016-04-01,2016Q1,88,0.7528879419174644,0.112426,False,0.2310711166743305,0.3660832702118171,-0.13501215353748658,-1.3781852360488267,0
2016-04-04,2016Q1,88,0.7528879419174644,0.123064,False,0.2726529906607379,0.3664510840913259,-0.09379809343058798,-0.9071973200718568,0
2016-04-05,2016Q1,88,0.7528879419174644,0.1369945,False,0.30954792047269,0.3635178879158907,-0.053969967443200706,-0.4459813253404925,0
2016-04-06,2016Q1,88,0.7528879419174644,0.1232699999999999,False,0.2550086340492651,0.3402479180333829,-0.08523928398411779,-0.8269657167266742,0
2016-04-07,2016Q1,88,0.7528879419174644,0.142937,False,0.3101175625914945,0.3719867462743946,-0.06186918368290012,-0.5542874366139302,0
2016-04-08,2016Q1,88,0.7528879419174644,0.134244,False,0.2910442646008968,0.3631210633344051,-0.07207679873350831,-0.716105949303223,0
2016-04-11,2016Q1,126,0.8841496589492785,0.139868,False,0.3376904215456231,0.3651713589700294,-0.02748093742440627,-0.1647488651753162,0
2016-04-12,2016Q1,126,0.8841496589492785,0.1301125,False,0.30140561192513,0.3585209434324323,-0.0571153315073023,-0.5584158738206908,0
2016-04-13,2016Q1,126,0.8841496589492785,0.118681,False,0.2615900105709205,0.2812003455842918,-0.019610335013371283,-0.09853566651860123,0
2016-04-14,2016Q1,126,0.8841496589492785,0.1173935,False,0.2621578827357126,0.2831666450709405,-0.021008762335227915,-0.13614194015392317,0
2016-04-15,2016Q1,126,0.8841496589492785,0.115816,False,0.2578415877141556,0.2874204947194536,-0.029578907005297972,-0.2559465414758513,0
2016-04-18,2016Q1,126,0.8841496589492785,0.114526,False,0.2700429587356117,0.2926692041461382,-0.02262624541052649,-0.16110943685574983,0
2016-04-19,2016Q1,124,0.8780201548472336,0.114232,False,0.2721417691716098,0.2956316284742716,-0.023489859302661786,-0.20038557054508674,0
2016-04-20,2016Q1,126,0.8841496589492785,0.114244,False,0.2726745063500624,0.2666807579355649,0.005993748414497513,0.1808166305405159,0
2016-04-21,2016Q1,126,0.8841496589492785,0.1194005,False,0.285006473848323,0.2735647631921143,0.011441710656208692,0.23059501684600214,0
2016-04-22,2016Q1,126,0.8841496589492785,0.114586,False,0.2909244903784473,0.2528060555928638,0.03811843478558352,0.5831364686220946,0
2016-04-25,2016Q1,126,0.8841496589492785,0.121867,False,0.3223162465072773,0.2195421718642103,0.10277407464306701,1.4317740607866463,1
2016-04-26,2016Q1,124,0.8766955386063414,0.123109,False,0.3352854774137243,0.2171681519639695,0.11811732544975478,1.5771679766137148,1
2016-04-27,2016Q1,124,0.8766955386063414,0.1206865,False,0.3460602822449177,0.2071456324436842,0.1389146498012335,1.7761867037554884,1
2016-04-28,2016Q1,125,0.8815378265871603,0.13399,False,0.4064453801621325,0.2287708431407794,0.1776745370213531,2.158897190211023,1
2016-04-29,2016Q1,125,0.8801739625126394,0.138808,False,0.4212907092430161,0.2243629340613957,0.19692777518162038,2.255536185883453,1
2016-05-02,2016Q1,89,0.7573828381892233,0.126715,False,0.3763774656184826,0.2355386078599301,0.1408388577585525,1.513022324942372,1
2016-05-03,2016Q1,89,0.7573828381892233,0.1352425,False,0.4102682272221655,0.2440794241530895,0.166188803069076,1.740439923565069,1
2016-05-04,2016Q1,89,0.7573828381892233,0.1416164999999999,False,0.4330885234439113,0.2497441891642697,0.1833443342796416,1.8662103055730392,1
2016-05-05,2016Q1,89,0.7573828381892233,0.141578,False,0.4398112120804108,0.2449959984733464,0.19481521360706439,1.920050196168856,1
2016-05-06,2016Q1,89,0.7573828381892233,0.130344,False,0.3955350433674053,0.2497010302826095,0.1458340130847958,1.3603025842588843,1
2016-05-09,2016Q1,126,0.8841496589492785,0.130538,False,0.4022379133170956,0.2484409718839083,0.15379694143318728,1.4371355661834582,1
2016-05-10,2016Q1,126,0.8841496589492785,0.118839,False,0.3585912768798622,0.2638852457799903,0.09470603109987191,0.7950401861654304,1
2016-05-11,2016Q1,126,0.8841496589492785,0.129498,False,0.4147954043507471,0.2718990693777303,0.1428963349730168,1.2899270012839334,1
2016-05-12,2016Q1,126,0.8841496589492785,0.124605,False,0.3798007480785033,0.2694842707899414,0.11031647728856186,0.9268393307334627,1
2016-05-13,2016Q1,126,0.8841496589492785,0.1319854999999999,False,0.4049006824919995,0.2763249551590023,0.12857572733299721,1.0960472107053736,1
2016-05-16,2016Q1,126,0.8841496589492785,0.1273925,False,0.3814749194521467,0.2953506026129955,0.08612431683915117,0.6353554271518308,1
2016-05-17,2016Q1,126,0.8841496589492785,0.137189,False,0.4270711349132863,0.2976379897493201,0.1294331451639662,1.0622707199216557,1
2016-05-18,2016Q1,126,0.8841496589492785,0.138344,False,0.4313407348760699,0.2716667357992447,0.15967399907682517,1.3449941993493313,1
2016-05-19,2016Q1,126,0.8841496589492785,0.142036,False,0.4642940515220119,0.2388029653321854,0.22549108618982652,1.9326332582623016,1
2016-05-20,2016Q1,125,0.8771865469656098,0.1253955,False,0.4148441416812391,0.2412312841499752,0.17361285753126393,1.3675573179881841,1
2016-05-23,2016Q1,125,0.8771865469656098,0.138366,False,0.485598313885583,0.2407485266790491,0.2448497872065339,1.9730122295032422,1
2016-05-24,2016Q1,125,0.8815378265871603,0.1243539999999999,False,0.428283468434308,0.252656642480721,0.17562682595358697,1.2913748937578697,1
2016-05-25,2016Q1,124,0.879026784791825,0.1158535,False,0.3896252352470444,0.2523874407045993,0.1372377945424451,0.9095260233449896,1
2016-05-26,2016Q1,123,0.8747297436943174,0.1129,False,0.3849438434016013,0.2528920666393007,0.13205177676230062,0.8377368168216712,1
2016-05-27,2016Q1,123,0.8747297436943174,0.1057444999999999,False,0.3486455558147551,0.257476169801581,0.09116938601317409,0.44667766952866117,1
2016-05-31,2016Q1,89,0.7573828381892233,0.1194129999999999,False,0.4003689929633596,0.2483296354094393,0.15203935755392028,0.9823666969118586,1
2016-06-01,2016Q1,89,0.7573828381892233,0.1191975,False,0.3986114543717411,0.257032891933252,0.1415785624384891,0.8675613113318873,1
2016-06-02,2016Q1,89,0.7573828381892233,0.1138695,False,0.3736348715303593,0.2621449063196502,0.11148996521070909,0.592719300734357,1
2016-06-03,2016Q1,89,0.7573828381892233,0.1127674999999999,False,0.3786461040929452,0.2640498628342101,0.11459624125873508,0.6184927987675646,1
2016-06-06,2016Q1,126,0.8841496589492785,0.114134,False,0.3999849824449262,0.2852803688700286,0.11470461357489758,0.6127331232525429,1
2016-06-07,2016Q1,126,0.8841496589492785,0.1144699999999999,False,0.4090273384738512,0.280688685509992,0.1283386529638592,0.7161543426174933,1
2016-06-08,2016Q1,126,0.8841496589492785,0.114795,False,0.4161385420740259,0.2862258786046175,0.12991266346940838,0.7103165307985329,1
2016-06-09,2016Q1,126,0.8841496589492785,0.1190875,False,0.4338030134269984,0.3034678625309243,0.13033515089607411,0.6958809911216608,1
2016-06-10,2016Q1,126,0.8841496589492785,0.1396865,False,0.521202876092094,0.2996287172036835,0.22157415888841053,1.460421145540866,1
2016-06-13,2016Q1,126,0.8841496589492785,0.1651989999999999,False,0.584314132942982,0.3279827486365537,0.25633138430642827,1.6911898531649052,1
2016-06-14,2016Q1,125,0.8807053810179272,0.1692725,False,0.5819233047333208,0.3151408462775512,0.2667824584557696,1.7079121885117683,1
2016-06-15,2016Q1,126,0.8841496589492785,0.165288,False,0.5737339973108658,0.3081598559365814,0.2655741413742844,1.6334235601617526,1
2016-06-16,2016Q1,126,0.8841496589492785,0.1566435,False,0.5286701762976588,0.3069557664021372,0.2217144098955216,1.2217689588413314,1
2016-06-17,2016Q1,125,0.8807053810179272,0.1594479999999999,False,0.5578076917605407,0.3102813759905332,0.2475263157700075,1.3909169380323692,1
2016-06-20,2016Q1,124,0.879026784791825,0.150689,False,0.5090480371170618,0.3118739058558115,0.19717413126125033,0.934852071243045,1
2016-06-21,2016Q1,126,0.8841496589492785,0.1537375,False,0.5287205402012232,0.3160006031156309,0.21271993708559228,1.0398501770624824,1
2016-06-22,2016Q1,126,0.8841496589492785,0.1721774999999999,False,0.6054100313840797,0.2854010679498543,0.32000896343422536,1.928222747042928,1
2016-06-23,2016Q1,125,0.8807053810179272,0.139811,False,0.453872502478425,0.304978455234186,0.148894047244239,0.3916979817838954,1
2016-06-24,2016Q1,125,0.8807053810179272,0.1992055,False,0.60721411398702,0.4730540855213441,0.13416002846567587,0.22670886577027047,1
2016-06-27,2016Q1,90,0.7623412808322791,0.197872,False,0.4986388952322831,0.4885270204540501,0.010111874778232999,-1.0159819067295668,0
2016-06-28,2016Q1,90,0.7623412808322791,0.1607394999999999,False,0.4124864503213177,0.5106132614282753,-0.09812681110695765,-2.0836942685094164,0
2016-06-29,2016Q1,90,0.7623412808322791,0.1419075,False,0.3681615559245024,0.531902009194736,-0.16374045327023357,-2.6114882514104503,0
2016-06-30,2016Q1,90,0.7623412808322791,0.1299345,False,0.3303499736903165,0.5531426623489561,-0.22279268865863966,-2.989453567201419,0
2016-07-01,2016Q2,89,0.7576275595858949,0.1222395,False,0.3031637260959412,0.5795638073822237,-0.27640008128628246,-3.190192757018285,0
2016-07-05,2016Q2,89,0.7576275595858949,0.1337175,False,0.3255684556192554,0.5827410244475002,-0.2571725688282448,-2.841016951232863,0
2016-07-06,2016Q2,89,0.7576275595858949,0.1268405,False,0.2897299260688317,0.5841029835897658,-0.29437305752093407,-2.893942307172829,0
2016-07-07,2016Q2,90,0.7627071051389204,0.1254424999999999,False,0.2792428750204306,0.5634260342263725,-0.2841831592059419,-2.6467191650689514,0
2016-07-08,2016Q2,90,0.7627071051389204,0.105493,False,0.2287277677963194,0.5761488216283912,-0.3474210538320718,-2.8459140974575408,0
2016-07-11,2016Q2,129,0.8914763117857241,0.1115515,False,0.2855098089472506,0.5010521866442804,-0.21554237769702983,-1.9088837521406217,0
2016-07-12,2016Q2,129,0.8914763117857241,0.109028,False,0.2835518295254838,0.4931701421645111,-0.2096183126390273,-1.8075435825231896,0
2016-07-13,2016Q2,129,0.8914763117857241,0.105881,False,0.2649197752367142,0.4950738613406468,-0.23015408610393262,-1.8621095161728367,0
2016-07-14,2016Q2,129,0.8914763117857241,0.103202,False,0.2573464860078541,0.4952274067608262,-0.23788092075297212,-1.8374402408937052,0
2016-07-15,2016Q2,128,0.8878635623006864,0.1005105,False,0.2564685816345936,0.5039968735611162,-0.24752829192652265,-1.8178436511231415,0
2016-07-18,2016Q2,127,0.8853576604866112,0.1036604999999999,False,0.2747914648459256,0.5078258893419689,-0.23303442449604334,-1.6716850769873517,0
2016-07-19,2016Q2,127,0.8853576604866112,0.1005415,False,0.2563156040893403,0.5065926780609998,-0.25027707397165955,-1.6976393583949896,0
2016-07-20,2016Q2,128,0.888970409971649,0.099683,False,0.2654179159707763,0.5038095181906677,-0.23839160221989136,-1.5683956501933145,0
2016-07-21,2016Q2,128,0.8878635623006864,0.1059255,False,0.2924046938094738,0.4999094392060078,-0.20750474539653396,-1.354370162331173,0
2016-07-22,2016Q2,128,0.888970409971649,0.096885,False,0.2661079250086773,0.4972643517839698,-0.23115642677529252,-1.4232419121522546,0
